========================================
Critical Point Analysis (DIM=3)
========================================

p_c values from each run:
Run 1: 0.565657
Run 2: 0.585859
Run 3: 0.575758
Run 4: 0.575758
Run 5: 0.575758
Run 6: 0.565657
Run 7: 0.525253
Run 8: 0.575758
Run 9: 0.575758
Run 10: 0.565657
Run 11: 0.565657
Run 12: 0.555556
Run 13: 0.575758
Run 14: 0.555556
Run 15: 0.565657
Run 16: 0.565657
Run 17: 0.565657
Run 18: 0.575758
Run 19: 0.575758
Run 20: 0.575758
Run 21: 0.575758
Run 22: 0.565657
Run 23: 0.555556
Run 24: 0.575758
Run 25: 0.565657
Run 26: 0.555556
Run 27: 0.585859
Run 28: 0.565657
Run 29: 0.565657
Run 30: 0.565657
Run 31: 0.585859
Run 32: 0.565657
Run 33: 0.585859
Run 34: 0.565657
Run 35: 0.565657
Run 36: 0.575758
Run 37: 0.555556
Run 38: 0.575758
Run 39: 0.565657
Run 40: 0.575758
Run 41: 0.555556
Run 42: 0.555556
Run 43: 0.585859
Run 44: 0.565657
Run 45: 0.575758
Run 46: 0.575758
Run 47: 0.575758
Run 48: 0.575758
Run 49: 0.555556
Run 50: 0.565657

Average p_c: 0.568889
Standard deviation: 0.010774

========================================
Test Performance Metrics (DIM=3)
========================================

System: 3^2, p-range: 0.55-0.65
--------------------------------------------------
Run | Accuracy | Avg Perc | Avg Non-Perc
 49 | 0.9000 | 0.8801 | 0.1816
 50 | 0.8000 | 0.9461 | 0.4301

Summary Statistics:
Accuracy: 0.8890 ± 0.0860
Avg Perc: 0.9285 ± 0.0770
Avg Non-Perc: 0.1998 ± 0.2356
==================================================



========================================
Critical Point Analysis (DIM=5)
========================================

p_c values from each run:
Run 1: 0.555556
Run 2: 0.565657
Run 3: 0.585859
Run 4: 0.585859
Run 5: 0.595960
Run 6: 0.575758
Run 7: 0.565657
Run 8: 0.535354
Run 9: 0.545455
Run 10: 0.595960
Run 11: 0.575758
Run 12: 0.595960
Run 13: 0.515152
Run 14: 0.575758
Run 15: 0.555556
Run 16: 0.585859
Run 17: 0.545455
Run 18: 0.606061
Run 19: 0.868687
Run 20: 0.606061
Run 21: 0.575758
Run 22: 0.898990
Run 23: 0.575758
Run 24: 0.585859
Run 25: 0.595960
Run 26: 0.575758
Run 27: 0.505051
Run 28: 0.575758
Run 29: 0.565657
Run 30: 0.575758
Run 31: 0.585859
Run 32: 0.575758
Run 33: 0.545455
Run 34: 0.585859
Run 35: 0.616162
Run 36: 0.595960
Run 37: 0.575758
Run 38: 0.585859
Run 39: 0.575758
Run 40: 0.575758
Run 41: 0.575758
Run 42: 0.585859
Run 43: 0.595960
Run 44: 0.575758
Run 45: 0.585859
Run 46: 0.585859
Run 47: 0.595960
Run 48: 0.585859
Run 49: 0.595960
Run 50: 0.575758

Average p_c: 0.588889
Standard deviation: 0.063828

========================================
Test Performance Metrics (DIM=5)
========================================

System: 5^2, p-range: 0.55-0.65
--------------------------------------------------
Run | Accuracy | Avg Perc | Avg Non-Perc
----|----------|----------|------------
  1 | 0.7000 | 0.7519 | 0.6185
  2 | 0.7600 | 0.6985 | 0.5646
  3 | 0.7800 | 0.6555 | 0.4840
  4 | 0.8100 | 0.6833 | 0.5121
  5 | 0.7500 | 0.6626 | 0.5271
  6 | 0.7600 | 0.6903 | 0.5506
  7 | 0.7900 | 0.6995 | 0.6134
  8 | 0.7300 | 0.7420 | 0.6336
  9 | 0.5800 | 0.7476 | 0.6193
 10 | 0.8400 | 0.6635 | 0.4622
 11 | 0.8000 | 0.6843 | 0.5628
 12 | 0.7800 | 0.6417 | 0.4944
 13 | 0.6800 | 0.7518 | 0.6715
 14 | 0.6900 | 0.7007 | 0.5711
 15 | 0.7000 | 0.7454 | 0.6056
 16 | 0.8600 | 0.6725 | 0.4841
 17 | 0.7300 | 0.7417 | 0.6190
 18 | 0.7700 | 0.6055 | 0.4857
 19 | 0.7500 | 0.6449 | 0.5361
 20 | 0.8600 | 0.6482 | 0.4577
 21 | 0.7700 | 0.7001 | 0.5749
 22 | 0.7200 | 0.6284 | 0.5206
 23 | 0.7500 | 0.7208 | 0.5546
 24 | 0.7500 | 0.6571 | 0.5214
 25 | 0.7800 | 0.6359 | 0.4845
 26 | 0.8100 | 0.6897 | 0.5560
 27 | 0.7100 | 0.7428 | 0.6843
 28 | 0.7800 | 0.6789 | 0.5548
 29 | 0.7400 | 0.7212 | 0.5860
 30 | 0.8200 | 0.6850 | 0.4975
 31 | 0.8200 | 0.6571 | 0.4949
 32 | 0.8100 | 0.6966 | 0.5275
 33 | 0.7700 | 0.7463 | 0.6314
 34 | 0.7500 | 0.6738 | 0.5163
 35 | 0.7700 | 0.6070 | 0.4538
 36 | 0.7600 | 0.6262 | 0.5162
 37 | 0.8200 | 0.6882 | 0.5651
 38 | 0.7300 | 0.6637 | 0.5268
 39 | 0.8000 | 0.7095 | 0.5607
 40 | 0.8400 | 0.6815 | 0.5108
 41 | 0.7600 | 0.6696 | 0.5622
 42 | 0.7200 | 0.6662 | 0.5264
 43 | 0.8100 | 0.6244 | 0.4602
 44 | 0.7700 | 0.6785 | 0.5481
 45 | 0.7800 | 0.6440 | 0.5035
 46 | 0.8000 | 0.6761 | 0.5000
 47 | 0.8300 | 0.6464 | 0.4703
 48 | 0.7700 | 0.6930 | 0.5236
 49 | 0.7800 | 0.6360 | 0.4754
 50 | 0.7800 | 0.6785 | 0.5175

Summary Statistics:
Accuracy: 0.7684 ± 0.0499
Avg Perc: 0.6811 ± 0.0385
Avg Non-Perc: 0.5400 ± 0.0554
==================================================

System: 5^3, p-range: 0.55-0.65
--------------------------------------------------
Run | Accuracy | Avg Perc | Avg Non-Perc
----|----------|----------|------------
  1 | 0.6300 | 0.9056 | 0.7312
  2 | 0.7600 | 0.8984 | 0.5217
  3 | 0.9500 | 0.7845 | 0.2313
  4 | 0.8700 | 0.7967 | 0.2794
  5 | 0.8600 | 0.7104 | 0.2370
  6 | 0.8200 | 0.8429 | 0.5123
  7 | 0.8000 | 0.8579 | 0.5504
  8 | 0.6300 | 0.8852 | 0.7597
  9 | 0.7200 | 0.8948 | 0.7233
 10 | 0.9400 | 0.7892 | 0.2241
 11 | 0.8500 | 0.8529 | 0.4861
 12 | 0.9100 | 0.7395 | 0.2212
 13 | 0.5800 | 0.8761 | 0.8182
 14 | 0.8700 | 0.8707 | 0.4154
 15 | 0.7700 | 0.9169 | 0.7030
 16 | 0.9200 | 0.7831 | 0.2496
 17 | 0.6900 | 0.9031 | 0.7332
 18 | 0.7900 | 0.5912 | 0.1632
 19 | 0.8800 | 0.6835 | 0.4437
 20 | 0.9000 | 0.7128 | 0.1465
 21 | 0.8300 | 0.8641 | 0.4571
 22 | 0.8900 | 0.6880 | 0.1796
 23 | 0.8300 | 0.8911 | 0.5115
 24 | 0.8800 | 0.7394 | 0.3053
 25 | 0.9300 | 0.7770 | 0.1960
 26 | 0.7600 | 0.8741 | 0.4558
 27 | 0.6700 | 0.8615 | 0.8141
 28 | 0.8600 | 0.8218 | 0.3564
 29 | 0.7700 | 0.8523 | 0.5673
 30 | 0.9400 | 0.8047 | 0.3450
 31 | 0.9100 | 0.7643 | 0.3018
 32 | 0.8700 | 0.8321 | 0.3816
 33 | 0.6600 | 0.8944 | 0.7604
 34 | 0.8900 | 0.8307 | 0.3260
 35 | 0.7500 | 0.6181 | 0.0716
 36 | 0.9500 | 0.7464 | 0.2561
 37 | 0.9100 | 0.8478 | 0.4202
 38 | 0.9000 | 0.8203 | 0.3592
 39 | 0.9000 | 0.8455 | 0.3882
 40 | 0.8700 | 0.7889 | 0.4058
 41 | 0.8600 | 0.8456 | 0.4122
 42 | 0.8800 | 0.7635 | 0.2994
 43 | 0.8800 | 0.6972 | 0.1500
 44 | 0.8100 | 0.8088 | 0.4596
 45 | 0.9100 | 0.7826 | 0.3506
 46 | 0.9200 | 0.7628 | 0.3248
 47 | 0.9000 | 0.7565 | 0.2574
 48 | 0.8900 | 0.8151 | 0.3475
 49 | 0.8500 | 0.7171 | 0.2252
 50 | 0.8900 | 0.8374 | 0.3452

Summary Statistics:
Accuracy: 0.8380 ± 0.0906
Avg Perc: 0.8049 ± 0.0744
Avg Non-Perc: 0.4036 ± 0.1895
==================================================

System: 5^4, p-range: 0.55-0.65
--------------------------------------------------
Run | Accuracy | Avg Perc | Avg Non-Perc
----|----------|----------|------------
  1 | 0.7400 | 0.9652 | 0.7532
  2 | 0.8100 | 0.9732 | 0.5427
  3 | 0.9800 | 0.9116 | 0.0355
  4 | 0.9600 | 0.9033 | 0.1270
  5 | 0.9600 | 0.8832 | 0.0299
  6 | 0.8800 | 0.9303 | 0.3298
  7 | 0.7200 | 0.9303 | 0.5057
  8 | 0.5700 | 0.9404 | 0.8971
  9 | 0.6000 | 0.9686 | 0.8710
 10 | 0.9100 | 0.8547 | 0.0280
 11 | 0.8900 | 0.9470 | 0.3218
 12 | 0.9800 | 0.8533 | 0.0359
 13 | 0.5800 | 0.9285 | 0.9020
 14 | 0.7800 | 0.9618 | 0.4526
 15 | 0.5600 | 0.9663 | 0.8273
 16 | 0.9700 | 0.8698 | 0.0562
 17 | 0.5100 | 0.9743 | 0.8751
 18 | 0.8100 | 0.6288 | 0.0034
 19 | 0.9900 | 0.7684 | 0.1816
 20 | 0.8200 | 0.6510 | 0.0027
 21 | 0.8400 | 0.9583 | 0.3817
 22 | 0.9300 | 0.7702 | 0.0267
 23 | 0.8500 | 0.9711 | 0.3843
 24 | 0.9300 | 0.8460 | 0.0795
 25 | 0.9200 | 0.8488 | 0.0553
 26 | 0.8700 | 0.9594 | 0.4096
 27 | 0.5400 | 0.9031 | 0.8847
 28 | 0.8500 | 0.9526 | 0.3356
 29 | 0.7500 | 0.9350 | 0.5650
 30 | 0.9300 | 0.9042 | 0.2381
 31 | 0.9500 | 0.9049 | 0.1207
 32 | 0.9300 | 0.9414 | 0.1879
 33 | 0.6200 | 0.9519 | 0.8871
 34 | 0.9800 | 0.9546 | 0.0700
 35 | 0.7500 | 0.5938 | 0.0008
 36 | 0.9400 | 0.8321 | 0.0524
 37 | 0.8900 | 0.9499 | 0.2698
 38 | 0.9500 | 0.9179 | 0.1304
 39 | 0.8500 | 0.9483 | 0.3725
 40 | 0.8500 | 0.8913 | 0.3208
 41 | 0.9100 | 0.9362 | 0.2654
 42 | 0.9500 | 0.9339 | 0.1279
 43 | 0.8800 | 0.7833 | 0.0032
 44 | 0.8700 | 0.9032 | 0.3027
 45 | 0.9700 | 0.8888 | 0.1229
 46 | 0.9700 | 0.8628 | 0.1250
 47 | 0.9400 | 0.8459 | 0.0225
 48 | 0.9600 | 0.9214 | 0.1210
 49 | 0.9100 | 0.7927 | 0.0195
 50 | 0.8900 | 0.9412 | 0.2389

Summary Statistics:
Accuracy: 0.8478 ± 0.1315
Avg Perc: 0.8911 ± 0.0863
Avg Non-Perc: 0.2980 ± 0.2891
==================================================

System: 5^5, p-range: 0.55-0.65
--------------------------------------------------
Run | Accuracy | Avg Perc | Avg Non-Perc
----|----------|----------|------------
  1 | 0.7500 | 0.9730 | 0.8350
  2 | 0.8100 | 0.9822 | 0.3807
  3 | 0.9900 | 0.9471 | 0.0067
  4 | 0.9500 | 0.9657 | 0.0975
  5 | 0.9700 | 0.9342 | 0.0136
  6 | 0.8300 | 0.9545 | 0.3681
  7 | 0.8300 | 0.9469 | 0.4734
  8 | 0.5200 | 0.9551 | 0.9443
  9 | 0.5800 | 0.9795 | 0.9394
 10 | 0.9500 | 0.8846 | 0.0006
 11 | 0.9000 | 0.9683 | 0.2358
 12 | 0.9500 | 0.8268 | 0.0007
 13 | 0.5200 | 0.9432 | 0.9364
 14 | 0.8500 | 0.9747 | 0.3441
 15 | 0.7100 | 0.9744 | 0.8099
 16 | 0.9500 | 0.9000 | 0.0162
 17 | 0.5900 | 0.9836 | 0.9582
 18 | 0.7200 | 0.4757 | 0.0001
 19 | 0.9300 | 0.8071 | 0.1490
 20 | 0.8600 | 0.6985 | 0.0002
 21 | 0.8200 | 0.9752 | 0.3814
 22 | 0.9000 | 0.7449 | 0.0004
 23 | 0.8100 | 0.9820 | 0.3796
 24 | 0.9900 | 0.9071 | 0.0140
 25 | 0.9500 | 0.8798 | 0.0001
 26 | 0.8500 | 0.9757 | 0.3627
 27 | 0.6900 | 0.9178 | 0.9118
 28 | 0.9100 | 0.9725 | 0.1994
 29 | 0.7500 | 0.9542 | 0.5100
 30 | 0.8600 | 0.9368 | 0.3318
 31 | 0.9800 | 0.9481 | 0.0643
 32 | 0.8900 | 0.9710 | 0.2213
 33 | 0.5200 | 0.9639 | 0.9445
 34 | 0.9400 | 0.9763 | 0.1687
 35 | 0.8300 | 0.6926 | 0.0002
 36 | 0.8800 | 0.7702 | 0.0006
 37 | 0.8400 | 0.9723 | 0.4204
 38 | 0.9600 | 0.9620 | 0.0903
 39 | 0.8400 | 0.9705 | 0.3262
 40 | 0.8200 | 0.9241 | 0.3775
 41 | 0.9100 | 0.9665 | 0.1912
 42 | 0.9700 | 0.9597 | 0.0589
 43 | 0.9600 | 0.8633 | 0.0001
 44 | 0.8400 | 0.9345 | 0.3377
 45 | 0.9500 | 0.9306 | 0.0843
 46 | 0.9800 | 0.9269 | 0.0685
 47 | 0.9600 | 0.8820 | 0.0016
 48 | 0.9100 | 0.9635 | 0.1668
 49 | 0.9200 | 0.8230 | 0.0006
 50 | 0.9400 | 0.9610 | 0.2124

Summary Statistics:
Accuracy: 0.8506 ± 0.1265
Avg Perc: 0.9137 ± 0.0954
Avg Non-Perc: 0.2867 ± 0.3108
==================================================



